contract,timestamp,direction,offset,volume,price,profit_loss,commission,datetime
SHFE.rb2410,1777090874.232743,BUY,OPEN,1,3396.114846079676,0.0,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.2347448,SELL,CLOSE,1,3447.835721743539,517.208756638629,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.4231787,BUY,OPEN,1,3206.4041274015804,0.0,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.505557,SELL,CLOSE,1,3274.859975093112,684.5584769153174,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.505557,BUY,OPEN,1,3275.859975093112,0.0,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.5137858,SELL,CLOSE,1,3363.8498909299565,879.8991583684438,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.6712713,SELL,OPEN,1,4780.508323110771,0.0,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.6915674,BUY,CLOSE,1,4682.682882064729,978.2544104604222,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.6915674,SELL,OPEN,1,4681.682882064729,0.0,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.6930783,BUY,CLOSE,1,4605.640394168083,760.4248789664598,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.8335564,BUY,OPEN,1,3201.1858601778913,0.0,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090874.8877568,SELL,CLOSE,1,3245.4012978778032,442.15437699911945,5.0,2026-04-25 12:21:14
SHFE.rb2410,1777090875.2066648,BUY,OPEN,1,3326.5314338142225,0.0,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090875.2198653,SELL,CLOSE,1,3446.7230237741974,1201.9158995997486,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090875.4422185,BUY,OPEN,1,4813.736365266465,0.0,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090875.4967716,SELL,CLOSE,1,4684.948050054939,-1287.8831521152642,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090875.6982703,BUY,OPEN,1,3211.530178413893,0.0,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090875.7236881,SELL,CLOSE,1,3257.27646560003,457.46287186137124,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090875.7246876,BUY,OPEN,1,3258.27646560003,0.0,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090875.7313173,SELL,CLOSE,1,3338.2524456232986,799.7598002326868,5.0,2026-04-25 12:21:15
SHFE.rb2410,1777090876.3215985,SELL,OPEN,1,4783.263447285277,0.0,5.0,2026-04-25 12:21:16
SHFE.rb2410,1777090876.3944495,BUY,CLOSE,1,4679.4969431298505,1037.6650415542645,5.0,2026-04-25 12:21:16
SHFE.rb2410,1777090876.3954566,SELL,OPEN,1,4678.4969431298505,0.0,5.0,2026-04-25 12:21:16
SHFE.rb2410,1777090876.408168,BUY,CLOSE,1,4527.890437711444,1506.0650541840641,5.0,2026-04-25 12:21:16
SHFE.rb2410,1777090876.730165,SELL,OPEN,1,4602.888162343512,0.0,5.0,2026-04-25 12:21:16
SHFE.rb2410,1777090876.7383316,BUY,CLOSE,1,4533.872491269048,690.1567107446408,5.0,2026-04-25 12:21:16
SHFE.rb2410,1777090876.977036,BUY,OPEN,1,3214.6970671629406,0.0,5.0,2026-04-25 12:21:16
SHFE.rb2410,1777090877.0418093,SELL,CLOSE,1,3178.0224506385143,-366.74616524426256,5.0,2026-04-25 12:21:17
SHFE.rb2410,1777090877.0433295,SELL,OPEN,1,3177.0224506385143,0.0,5.0,2026-04-25 12:21:17
SHFE.rb2410,1777090877.088577,BUY,CLOSE,1,3258.670108801222,-816.4765816270756,5.0,2026-04-25 12:21:17
SHFE.rb2410,1777090877.0895772,BUY,OPEN,1,3259.670108801222,0.0,5.0,2026-04-25 12:21:17
SHFE.rb2410,1777090877.1041756,SELL,CLOSE,1,3337.3231244557896,776.5301565456775,5.0,2026-04-25 12:21:17
SHFE.rb2410,1777090878.2182963,SELL,OPEN,1,4692.526442587772,0.0,5.0,2026-04-25 12:21:18
SHFE.rb2410,1777090878.2303326,BUY,CLOSE,1,4616.9416416233325,755.8480096443964,5.0,2026-04-25 12:21:18
SHFE.rb2410,1777090878.5199926,SELL,OPEN,1,3197.0762700761697,0.0,5.0,2026-04-25 12:21:18
SHFE.rb2410,1777090878.5899026,BUY,CLOSE,1,3268.9995119610167,-719.232418848469,5.0,2026-04-25 12:21:18
SHFE.rb2410,1777090878.5899026,BUY,OPEN,1,3269.9995119610167,0.0,5.0,2026-04-25 12:21:18
SHFE.rb2410,1777090878.5979187,SELL,CLOSE,1,3340.586060828377,705.8654886736031,5.0,2026-04-25 12:21:18
SHFE.rb2410,1777090879.3361356,BUY,OPEN,1,3213.745104984304,0.0,5.0,2026-04-25 12:21:19
SHFE.rb2410,1777090879.4838371,SELL,CLOSE,1,3180.2144133112643,-335.30691673039655,5.0,2026-04-25 12:21:19
SHFE.rb2410,1777090879.7876098,BUY,OPEN,1,4820.769938135816,0.0,5.0,2026-04-25 12:21:19
SHFE.rb2410,1777090879.8820558,SELL,CLOSE,1,4747.203789074707,-735.6614906110917,5.0,2026-04-25 12:21:19
SHFE.rb2410,1777090880.1533296,BUY,OPEN,1,3448.2121369594215,0.0,5.0,2026-04-25 12:21:20
SHFE.rb2410,1777090880.1665037,SELL,CLOSE,1,3522.7537414417693,745.4160448234779,5.0,2026-04-25 12:21:20
SHFE.rb2410,1777090880.41274,SELL,OPEN,1,4784.3864781424545,0.0,5.0,2026-04-25 12:21:20
SHFE.rb2410,1777090880.4478955,BUY,CLOSE,1,4696.364090938816,880.2238720363857,5.0,2026-04-25 12:21:20
SHFE.rb2410,1777090880.6757383,BUY,OPEN,1,3309.6165461550777,0.0,5.0,2026-04-25 12:21:20
SHFE.rb2410,1777090880.694778,SELL,CLOSE,1,3376.3327828268193,667.1623667174163,5.0,2026-04-25 12:21:20
SHFE.rb2410,1777090881.1242568,BUY,OPEN,1,4816.592942113431,0.0,5.0,2026-04-25 12:21:21
SHFE.rb2410,1777090881.1997468,SELL,CLOSE,1,4758.858898799616,-577.3404331381425,5.0,2026-04-25 12:21:21
SHFE.rb2410,1777090881.1997468,SELL,OPEN,1,4757.858898799616,0.0,5.0,2026-04-25 12:21:21
SHFE.rb2410,1777090881.2070487,BUY,CLOSE,1,4653.743530077374,1041.1536872224224,5.0,2026-04-25 12:21:21
