contract,timestamp,direction,offset,volume,price,profit_loss,commission,datetime
DCE.i2409,1777094665.8460279,SELL,OPEN,1,1071.2072770765392,0.0,5.0,2026-04-25 13:24:25
DCE.i2409,1777094665.8510902,BUY,CLOSE,1,1057.7585651004829,134.48711976056302,5.0,2026-04-25 13:24:25
DCE.i2409,1777094665.950409,BUY,OPEN,1,879.8480358509439,0.0,5.0,2026-04-25 13:24:25
DCE.i2409,1777094665.9584634,SELL,CLOSE,1,897.7321451980599,178.8410934711601,5.0,2026-04-25 13:24:25
DCE.i2409,1777094666.0470057,BUY,OPEN,1,1080.7915261991704,0.0,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.101792,SELL,CLOSE,1,1064.6195573112188,-161.71968887951607,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.213483,BUY,OPEN,1,725.283309623712,0.0,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.2179997,SELL,CLOSE,1,717.8668216469082,-74.16487976803751,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.2226415,SELL,OPEN,1,719.991210813843,0.0,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.2444532,BUY,CLOSE,1,738.7931271543695,-188.01916340526418,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.2444532,BUY,OPEN,1,739.7931271543695,0.0,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.2493765,SELL,CLOSE,1,753.7002581719966,139.0713101762708,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.653067,SELL,OPEN,1,1075.1626181067993,0.0,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.6631305,BUY,CLOSE,1,1063.7308791422086,114.3173896459075,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.8007507,SELL,OPEN,1,719.7410991138623,0.0,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.8297718,BUY,CLOSE,1,735.1431258413301,-154.02026727467728,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.965938,SELL,OPEN,1,1076.9117730567125,0.0,5.0,2026-04-25 13:24:26
DCE.i2409,1777094666.9876351,BUY,CLOSE,1,1054.5126408788483,223.99132177864203,5.0,2026-04-25 13:24:26
DCE.i2409,1777094667.0953648,BUY,OPEN,1,784.6814012473758,0.0,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.09938,SELL,CLOSE,1,813.1116725057676,284.30271258391826,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.1981292,SELL,OPEN,1,1073.6401658589523,0.0,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.203001,BUY,CLOSE,1,1057.9545962688317,156.85569590120622,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.5553246,SELL,OPEN,1,716.5552444215879,0.0,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.562384,BUY,CLOSE,1,724.4803997798233,-79.25155358235429,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.562384,BUY,OPEN,1,725.4803997798233,0.0,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.581506,SELL,CLOSE,1,717.176421590895,-83.0397818892834,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.581506,SELL,OPEN,1,716.176421590895,0.0,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.5900834,BUY,CLOSE,1,723.9496108022926,-77.73189211397607,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.6053772,SELL,OPEN,1,717.8512245042643,0.0,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.6310484,BUY,CLOSE,1,728.8914142601726,-110.40189755908273,5.0,2026-04-25 13:24:27
DCE.i2409,1777094667.6326015,BUY,OPEN,1,729.8914142601726,0.0,5.0,2026-04-25 13:24:27
