contract,timestamp,direction,offset,volume,price,profit_loss,commission,datetime
SHFE.rb2410,1777088112.9081948,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9169323,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9169323,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9179358,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9179358,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9179358,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9179358,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9179358,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9179358,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9179358,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9189358,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9189358,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9189358,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9189358,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9189358,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9189358,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9189358,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9199357,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9199357,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9199357,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9199357,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9204416,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9204416,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9204416,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9204416,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9204416,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9204416,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9204416,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9214437,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9224527,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9224527,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9224527,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9229574,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9229574,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9229574,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9229574,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9229574,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9229574,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9229574,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9239602,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9239602,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9239602,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9239602,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9239602,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9239602,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9239602,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9249773,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9264846,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9264846,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9264846,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9264846,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9264846,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9274926,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9274926,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9274926,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9274926,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9274926,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9274926,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.9284914,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.929996,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.929996,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.929996,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.929996,BUY,OPEN,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
SHFE.rb2410,1777088112.929996,SELL,CLOSE,1,3843.202477467555,0.0,5.0,2026-04-25 11:35:12
