contract,timestamp,direction,offset,volume,price,profit_loss,commission,datetime
SHFE.rb2410,1777088607.251201,BUY,OPEN,1,4811.0043789295205,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.251201,SELL,CLOSE,1,4801.419797844062,-95.84581085458922,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2519026,BUY,OPEN,1,4805.104981031949,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2519026,SELL,CLOSE,1,4799.8289933382885,-52.759876936606815,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2519026,BUY,OPEN,1,4707.803201769259,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2519026,SELL,CLOSE,1,4620.212513525034,-875.9068824422502,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2519026,BUY,OPEN,1,4545.94192975523,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2526271,SELL,CLOSE,1,4458.752887163841,-871.8904259138981,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2526271,BUY,OPEN,1,4452.124242492539,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2526271,SELL,CLOSE,1,4382.315014949695,-698.0922754284438,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2526271,BUY,OPEN,1,4273.752644265197,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2531302,SELL,CLOSE,1,4143.196115878391,-1305.5652838680635,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2531302,BUY,OPEN,1,4064.9313006571783,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2531302,SELL,CLOSE,1,4004.90049973379,-600.3080092338814,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2531302,BUY,OPEN,1,3909.853796940976,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.253772,SELL,CLOSE,1,3873.8269611325677,-360.2683580840812,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.253772,BUY,OPEN,1,3859.2345167603758,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.253772,SELL,CLOSE,1,3745.598282506094,-1136.362342542816,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.253772,BUY,OPEN,1,3631.1604208634803,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.254481,SELL,CLOSE,1,3529.7734774096493,-1013.8694345383101,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.254481,BUY,OPEN,1,3430.9687975965726,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.254481,SELL,CLOSE,1,3382.588093036356,-483.807045602166,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2550232,BUY,OPEN,1,3317.0552834056675,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2550232,SELL,CLOSE,1,3261.1266943445726,-559.2858906109495,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2550232,BUY,OPEN,1,3209.583655262636,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2550232,SELL,CLOSE,1,3214.4485005664187,48.648453037826584,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,BUY,OPEN,1,3213.4792458807333,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,SELL,CLOSE,1,3184.3634625942987,-291.15783286434635,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,BUY,OPEN,1,3192.250353507522,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,SELL,CLOSE,1,3195.589732247459,33.39378739936819,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,BUY,OPEN,1,3198.4837472804666,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,SELL,CLOSE,1,3196.2957274550304,-21.880198254361858,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,BUY,OPEN,1,3205.63807614713,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2556314,SELL,CLOSE,1,3196.06504636444,-95.730297826899,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2571428,BUY,OPEN,1,3206.189983925512,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2571428,SELL,CLOSE,1,3201.151491308268,-50.38492617244174,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2571428,BUY,OPEN,1,3210.6361298934753,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2571428,SELL,CLOSE,1,3206.489326087709,-41.46803805766467,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2571428,BUY,OPEN,1,3180.8220572363825,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.2571428,SELL,CLOSE,1,3274.834374317785,940.1231708140267,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.258148,BUY,OPEN,1,3404.9838498521144,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.258148,SELL,CLOSE,1,3486.6321794395612,816.4832958744682,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.258148,BUY,OPEN,1,3564.741281600048,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.258148,SELL,CLOSE,1,3573.456743591014,87.15461990966105,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.258148,BUY,OPEN,1,3681.6057663002093,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.258148,SELL,CLOSE,1,3777.9635843406772,963.5781804046792,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.258148,BUY,OPEN,1,3898.221496830352,0.0,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.259148,SELL,CLOSE,1,3988.879722887454,906.5822605710218,5.0,2026-04-25 11:43:27
SHFE.rb2410,1777088607.259148,BUY,OPEN,1,4062.4016494314324,0.0,5.0,2026-04-25 11:43:27
