contract,timestamp,direction,offset,volume,price,profit_loss,commission,datetime
SHFE.rb2410,1704106800.0,BUY,OPEN,1,3500.0,0,0.0,2024-01-01 19:00:00
SHFE.rb2410,1704178800.0,SELL,CLOSE,1,3600.0,1000,0.0,2024-01-02 15:00:00
SHFE.rb2410,1704250800.0,BUY,OPEN,1,3550.0,0,0.0,2024-01-03 11:00:00
SHFE.rb2410,1704358800.0,SELL,CLOSE,1,3520.0,-300,0.0,2024-01-04 17:00:00
SHFE.hc2410,1704106800.0,BUY,OPEN,1,3500.0,0,0.0,2024-01-01 19:00:00
SHFE.hc2410,1704178800.0,SELL,CLOSE,1,3600.0,1000,0.0,2024-01-02 15:00:00
DCE.i2409,1704106800.0,BUY,OPEN,1,3500.0,0,0.0,2024-01-01 19:00:00
DCE.i2409,1704178800.0,SELL,CLOSE,1,3600.0,1000,0.0,2024-01-02 15:00:00
DCE.i2409,1704250800.0,BUY,OPEN,1,3550.0,0,0.0,2024-01-03 11:00:00
DCE.i2409,1704358800.0,SELL,CLOSE,1,3520.0,-300,0.0,2024-01-04 17:00:00
